@RELATION WekaTry3

@ATTRIBUTE attribute_0 {Desert Marathon,Jerusalem Marathon,Tel Aviv Marathon,Tiberias Winner Marathon,﻿Marathon Name}
@ATTRIBUTE attribute_1 {"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceOne,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אלישע דגניה ב' 2017,מרוץ הגליל העליון ה-2,מרוץ הגליל העליון ה-3,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ כפר סבא,מרוץ כפר-סבא 2017,מרוץ להבים,מרוץ מעגן מיכאל,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרוץ שליחים כרמל טרייל יום III,מרתון Winner טבריה 2017,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018}
@ATTRIBUTE attribute_2 {RaceOneKM,אילת 2016",אליפות הארץ ל 15 ק""מ",5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 {-98,-49,-21,"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,"מרתון התנ""ך 2017",Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceTwo,בשביל הבנים הדרוזים,חצי מרתון אשכול גליל מערבי,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אשדוד אליפות ישראל,מרוץ בית יצחק,מרוץ גיא,מרוץ דגניה ב,מרוץ הלילה של נהריה 2017,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרתון Winner טבריה 2017,מרתון טבריה Winner 2016,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018,ספורטיאדה ריצה ואופניים יום I,שביל הבנים הדרוזים 2017}
@ATTRIBUTE attribute_6 {RaceTwoKM,אילת 2016",אליפות הארץ ל 15 ק""מ",בשביל הבנים הדרוזים,מרוץ אייל 2016,מרוץ גיא,מרוץ הלילה של תל-אביב,מרוץ כוכב יאיר צור יגאל 2016,מרתון טבריה Winner 2016,5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 {-0.215669179,-0.174586461,-0.082839791,-0.071312378,-0.02049143,-0.004769332,6.25E-05,0.010449148,0.014489943,0.030416983,0.033153012,0.034807161,0.039829206,0.041157229,0.046475263,0.046554953,0.048813074,0.049594136,0.063925742,0.07320708,0.083788938,0.087728666,0.089009278,0.092999982,0.097684071,0.106577038,0.112547782,0.124013958,0.133135206,0.134501548,0.143946516,0.155706161,0.160721089,0.165110336,0.168380915,0.172193511,0.172271523,0.183198071,0.190877815,0.195560987,0.208016315,0.218905121,0.224393941,0.243287052,0.254375723,0.26100101,0.265141594,0.290113693,0.296547784,0.335186489,0.351423989,Failure,Improvement,Same,Seccess}

@DATA
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.137079168,-84,מרוץ אייל 2017,15000,0.148833034,-20,11422,0.075257331,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.661416044,-21,מרוץ התחתונים ה-6,10000,0.77215578,-35,21780,0.283214088,Failure
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.816068966,-49,חצי מרתון עמק המעיינות,21097,0.621624727,-35,20525,0.184129574,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.396070321,-84,מרוץ אייל 2017,15000,0.697666068,-20,19484,0.255421163,Failure
Jerusalem Marathon,מרוץ הגליל העליון ה-3,15000,0.555590256,-14,חצי מרתון עמק המעיינות,21097,0.421463863,-91,19031,0.195880689,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.701151923,-14,חצי מרתון עמק המעיינות,21097,0.342640469,-84,21092,0.330782375,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.57526092,-21,מרתון Winner טבריה 2017,42195,0.686275862,-49,17786,-0.025433364,Seccess
Tiberias Winner Marathon,"המרתון המדברי, אילת 2016",42195,0.242290749,-49,מרוץ כוכב יאיר צור יגאל 2016,10000,0.278668311,-14,12692,0.046554953,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.47937931,-49,חצי מרתון עמק המעיינות,21097,0.24979892,-35,15324,0.136299946,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.615445918,-14,מרוץ אייל 2017,15000,0.346499102,-104,16618,0.069081603,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.072159026,-35,"המרתון המדברי, אילת 2016",21097,0.016652702,-14,9603,0.049594136,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.099046306,-84,מרוץ אייל 2017,15000,0.114901257,-20,10937,0.076102362,Same
Tiberias Winner Marathon,מרוץ התחתונים ה-6,10000,0.074210365,-7,מרוץ אייל 2016,15000,0.095176386,-48,10647,0.081306625,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,10000,0.080472707,-21,מרוץ ראשון לציון 2017,15000,0.122117571,-21,10857,0.063963674,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.158206897,-49,מרוץ הלילה של תל-אביב,10000,0.24506079,-51,14874,0.264465886,Failure
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.160259179,-55,מרוץ בית יצחק,10000,0.109230149,-29,11680,0.102496715,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.19131334,-84,מרוץ אשדוד אליפות ישראל,10000,0.221670289,-31,12164,0.050098831,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.201583873,-55,בשביל הבנים הדרוזים,10000,0.156342767,-50,15039,0.289933232,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.224584461,-21,חצי מרתון עמק המעיינות,21097,0.221992416,-84,12387,0.03914408,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.200965184,-35,מרוץ אייל 2016,15000,0.175089993,-20,12596,0.112386204,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,21097,0.198031381,-21,מרתון טבריה Winner 2016,10000,0.15720263,-49,12864,0.111880952,Same
Tiberias Winner Marathon,מרוץ התחתונים ה-6,10000,0.214044772,-7,חצי מרתון עמק המעיינות,21097,0.225554407,-28,12665,0.085372825,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,21097,0.427248806,-21,מרתון טבריה Winner 2016,10000,0.497509464,-49,16968,0.097510178,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.604159485,-35,מרוץ אייל 2016,15000,0.651115911,-20,21746,0.303810578,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.106514995,-84,מרוץ אייל 2016,15000,0.083081353,-20,11341,0.09816665,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.482247501,-84,מרוץ אייל 2017,15000,0.529982047,-20,16754,0.098391493,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.320579111,-37,מרוץ הלילה של תל-אביב 2017,10000,0.242020278,-31,14618,0.169043261,Same
Jerusalem Marathon,מרוץ הגליל העליון ה-2,15000,0.53534861,-7,מרתון טבריה Winner 2016,10000,0.252639968,-63,15756,0.086042606,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.42491095,-35,מרוץ הלילה של תל-אביב,10000,0.299202128,-16,12041,-0.099918608,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.211191543,-35,מרוץ אייל 2016,15000,0.183009359,-20,12462,0.094071963,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.326583029,-21,מרוץ ראשון לציון 2017,15000,0.265021111,-21,15309,0.152213173,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.254854648,-35,חצי מרתון אשכול גליל מערבי,21097,0.255319149,-56,15305,0.232154481,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.394231874,-84,מרוץ אייל 2017,15000,0.195152603,-20,12446,-0.002292036,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.064690337,-35,מרוץ אייל 2016,15000,0.034269258,-20,9543,0.040382271,Same
Desert Marathon,מרוץ ספארי רמת-גן,10000,0.504129264,-7,מרוץ אשדוד אליפות ישראל,10000,0.477491462,-10,18501,0.185185145,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.23618054,-14,Desert Marathon 2017,42195,0.614867082,-98,12295,-0.167880413,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.31297544,-14,חצי מרתון עמק המעיינות,21097,0.237619212,-84,13391,0.056480271,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.326091998,-21,"המרתון המדברי, אילת 2016",42195,0.356396303,-98,14255,0.039829206,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.466137931,-49,חצי מרתון עמק המעיינות,21097,0.273698725,-35,14154,0.040518472,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.322187751,-84,מרוץ הלילה של תל-אביב 2017,10000,0.220991363,-31,16151,0.289230554,Failure
Tel Aviv Marathon,"המרתון המדברי, אילת 2016",21097,0.335777126,-98,מרוץ אייל 2016,15000,0.379697624,-6,15842,0.183198071,Same
Tel Aviv Marathon,"המרתון המדברי, אילת 2016",21097,0.359132803,-98,מרוץ הלילה של תל-אביב,10000,0.302431611,-2,15352,0.172271523,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.296914517,-91,מרוץ הלילה של תל-אביב 2017,10000,0.220991363,-24,14604,0.189790087,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,10000,0.402175952,-21,מרתון Winner טבריה 2017,42195,0.480827586,-49,16276,0.067929796,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.614542837,-55,מרוץ חבר,15000,0.239265391,-36,14821,0.026957955,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.269102608,-35,מרוץ הלילה של תל-אביב,10000,0.382408815,-16,14359,0.096244289,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.317591635,-35,מרוץ הלילה של תל-אביב,10000,0.283244681,-16,15159,0.176754256,Same
Tel Aviv Marathon,מרוץ נס ציונה,5000,0.318342597,-13,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.308723565,-8,14658,0.087728666,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,21097,0.277555794,-21,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.301170695,-21,15368,0.165110336,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.272815849,-21,מרתון Winner טבריה 2017,42195,0.480482759,-28,15078,0.105221589,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.229576008,-35,מרוץ אייל 2016,15000,0.1137509,-20,12598,0.12888827,Same
Jerusalem Marathon,מרוץ כפר-סבא 2017,10000,0.103038936,-6,מרתון סמסונג תל-אביב 2017,21097,0.103724192,-15,12443,0.162607639,Same
Tiberias Winner Marathon,מרוץ התחתונים ה-6,10000,0.083409997,-7,מרוץ אייל 2016,15000,0.118070554,-48,11001,0.089673517,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.578759337,-21,חצי מרתון עמק המעיינות,21097,0.351602896,-63,13994,-0.067113857,Seccess
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.306105879,-21,מרוץ הלילה של תל-אביב,10000,0.124430091,-79,13810,0.168574304,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.350798575,-84,מרוץ אייל 2017,15000,0.366606822,-20,15563,0.159517978,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.250448833,-104,מרוץ הלילה של תל-אביב 2017,10000,0.194517462,-11,13343,0.134902928,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.16005975,-84,מרוץ אייל 2017,15000,0.180969479,-20,13056,0.16607888,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.075376307,-35,מרוץ אייל 2016,15000,0.061339093,-20,9701,0.032400921,Same
Tel Aviv Marathon,מרוץ ספארי רמת-גן,10000,0.151885099,-105,מרוץ אשדוד אליפות ישראל,10000,0.12108041,-10,10799,0.014580253,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.338958707,-104,מרוץ הלילה של תל-אביב 2017,10000,0.183627488,-11,14315,0.166512452,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.244858095,-84,מרוץ אייל 2017,15000,0.305385996,-20,13554,0.097550562,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.289670229,-35,מרוץ הלילה של תל-אביב,10000,0.199278116,-16,14724,0.202698242,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.298058141,-84,מרוץ אייל 2017,15000,0.327289048,-20,14634,0.138242873,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.27588188,-35,מרוץ אייל 2016,15000,0.239164867,-20,14317,0.161580075,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.237841945,-100,ספורטיאדה ריצה ואופניים יום I,5000,0.225099602,-14,15757,0.302893355,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.491554636,-84,מרוץ אייל 2016,15000,0.449676026,-20,17531,0.200896072,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.430659305,-21,מרוץ הלילה של תל-אביב,10000,0.26443769,-79,16198,0.220909176,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.393427554,-84,מרוץ הלילה של תל-אביב,10000,0.447758359,-16,15621,0.103257063,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.376192118,-35,מרוץ הלילה של תל-אביב,10000,0.214665653,-16,18235,0.393881459,Failure
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.518482759,-49,חצי מרתון עמק המעיינות,21097,0.384694933,-35,16841,0.166578916,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.414914397,-84,מרוץ אייל 2017,15000,0.465709156,-20,16546,0.149125302,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.429966678,-84,מרוץ אייל 2016,15000,0.42275018,-20,17645,0.253966271,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.386418476,-84,מרוץ הלילה של תל-אביב,10000,0.259308511,-16,16958,0.304349495,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.439388717,-37,מרוץ אייל 2017,15000,0.501256732,-20,16861,0.140280305,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.349028078,-55,חצי מרתון חיפה ה-19,21097,0.480731639,-8,17104,0.196430486,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.427553717,-35,מרוץ אשדוד אליפות ישראל,10000,0.501707544,-31,18144,0.218403852,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.430656096,-35,מרוץ הלילה של תל-אביב,10000,0.382598784,-16,16191,0.141717388,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.445018959,-84,מרוץ הלילה של תל-אביב,10000,0.361892097,-16,16320,0.174433919,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.473613219,-91,מרוץ הלילה של תל-אביב 2017,10000,0.300600826,-24,17194,0.249276373,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.428587843,-35,מרוץ אייל 2016,15000,0.401583873,-20,19533,0.363741728,Failure
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.084758621,-49,מרוץ הלילה של תל-אביב,10000,0.025835866,-51,10504,0.072959424,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.138519,-21,מרתון Winner טבריה 2017,42195,0.251931034,-28,11993,0.048145683,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,5000,0.116099773,-21,מרוץ הלילה של תל-אביב,10000,0.177431611,-79,15327,0.354355297,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.279903482,-84,מרוץ הלילה של תל-אביב,10000,0.164133739,-16,15988,0.330204042,Failure
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.27720039,-21,חצי מרתון עמק המעיינות,21097,0.307365276,-63,13705,0.083441945,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.604389291,-35,מרוץ הלילה של תל-אביב,10000,0.549962006,-16,18833,0.153376076,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,10000,0.029008232,-21,מסכמת תל אביב,10000,0,-22,10319,0.107316941,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,21097,0.160997953,-21,מסכמת תל אביב,10000,0.029165671,-22,11168,0.082675468,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.282827586,-49,חצי מרתון עמק המעיינות,21097,0.208663679,-35,12237,0.016488615,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.216628776,-21,מרוץ כוכב יאיר צור יגאל 2016,10000,0.327990136,-91,14454,0.161320231,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.118541033,-100,מרוץ אייל 2016,15000,0.194528438,-4,12619,0.135231789,Same
Tel Aviv Marathon,מרוץ התחתונים ה-6,5000,0.31894576,-56,"המרתון המדברי, אילת 2016",21097,0.574361123,-42,17454,0.218905121,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.312076296,-84,מרוץ אייל 2017,15000,0.340035907,-20,13762,0.061685694,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.361369643,-35,חצי מרתון חיפה ה-19,21097,0.373499023,-28,15966,0.165393254,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.301096513,-21,מרתון Winner טבריה 2017,42195,0.504758621,-49,15131,0.0337825,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.230168922,-21,חצי מרתון עמק המעיינות,21097,0.290244743,-84,16474,0.261800154,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.374583477,-84,מרוץ הלילה של תל-אביב,10000,0.349164134,-16,15404,0.145200025,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.609559922,-37,מרוץ אייל 2017,5000,0.618508395,-20,21234,0.309015284,Failure
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.346504559,-100,מרוץ אייל 2016,15000,0.491288697,-4,20320,0.468231319,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.179363438,-84,מרוץ הלילה של תל-אביב,10000,0.486892097,-16,11344,-0.139931015,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.156382856,-35,מרוץ אייל 2016,15000,0.12987761,-20,11096,0.053835284,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.157531886,-84,מרוץ אייל 2017,15000,0.38545781,-20,11517,-0.046398854,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.317246926,-84,מרוץ אייל 2017,15000,0.331059246,-20,14088,0.087206763,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.379831114,-21,חצי מרתון עמק המעיינות,21097,0.282431346,-63,14946,0.140534793,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.28986684,-21,מרוץ הלילה של תל-אביב,10000,0.198898176,-79,15037,0.23431869,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.501586207,-49,חצי מרתון עמק המעיינות,21097,0.309778237,-35,15296,0.093042169,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.329151437,-21,"המרתון המדברי, אילת 2016",21097,0.302366988,-98,16232,0.190877815,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.217515198,-51,מרוץ אייל 2016,15000,0.282649388,-4,15679,0.26295219,Failure
Desert Marathon,מרוץ אייל 2016,15000,0.610223182,-6,מרוץ אשדוד אליפות ישראל,10000,0.327538032,-11,16583,0.041441584,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.310220365,-100,מרוץ אייל 2016,15000,0.366018719,-4,16587,0.260411576,Failure
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.629067611,-91,מרוץ אייל 2017,15000,0.653321364,-13,19695,0.176381402,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.312535907,-84,מרוץ אייל 2017,15000,0.310233393,-20,13534,0.059838997,Same
Jerusalem Marathon,מרוץ כפר סבא,10000,0.505025126,-6,מרתון סמסונג תל-אביב 2016,10000,0.732261858,-15,18668,0.053250038,Same
Desert Marathon,מרוץ ספארי רמת-גן,10000,0.463195691,-7,מרוץ אשדוד אליפות ישראל,10000,0.408568767,-10,21351,0.486291045,Failure
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.192137931,-49,חצי מרתון עמק המעיינות,21097,0.147880041,-35,11337,0.022646599,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.222538418,-14,חצי מרתון עמק המעיינות,21097,0.139836838,-84,11287,0.008273952,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,10000,0.106809383,-49,חצי מרתון עמק המעיינות,21097,0.159829944,-35,11556,0.07626673,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.170630817,-84,מרוץ אייל 2017,15000,0.19551167,-20,12125,0.086073146,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.190968632,-35,מרוץ חבר,15000,0.143041904,-56,11583,0.063546456,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.121670266,-55,חצי מרתון אשכול גליל מערבי,21097,0.036266925,-36,11982,0.17910037,Same
Tel Aviv Marathon,Desert Marathon 2017,42195,0.451755825,-98,מרוץ אייל 2017,15000,0.236445242,-6,12589,-0.041340264,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.165689992,-35,מרוץ הלילה של תל-אביב,10000,0.440159574,-16,12083,-0.0378903,Seccess
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.237342908,-104,מרוץ הלילה של תל-אביב 2017,10000,0.155088246,-11,12954,0.132988219,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.177524991,-35,מרוץ הלילה של תל-אביב,10000,0.440159574,-16,11695,-0.070566421,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.240896792,-21,מרתון Winner טבריה 2017,42195,0.314827586,-49,12313,-0.020129575,Seccess
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.168774237,-91,מרוץ הלילה של תל-אביב 2017,10000,0.19470522,-24,13336,0.175139211,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.489313917,-14,מרוץ אייל 2017,15000,0.381508079,-104,15280,0.024139868,Same
Jerusalem Marathon,מרוץ כפר-סבא 2017,10000,0.233855651,-6,מרתון סמסונג תל-אביב 2017,21097,0.178603181,-15,13670,0.137689289,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.341244685,-21,מרתון Winner טבריה 2017,42195,0.354482759,-49,13841,0.006915573,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.277773483,-21,חצי מרתון עמק המעיינות,21097,0.234861542,-84,13941,0.104813005,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.220613582,-35,מרוץ הלילה של תל-אביב,10000,0.412044073,-16,12237,-0.040673655,Seccess
Tiberias Winner Marathon,"המרתון המדברי, אילת 2016",42195,0.321499525,-49,מרוץ אייל 2016,15000,0.253131749,-6,13333,0.063925742,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.262668046,-84,מרוץ אייל 2017,15000,0.430879713,-20,13648,0.032708842,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.239440701,-14,חצי מרתון השרון 2017,21097,0.200640701,-91,14400,0.179986355,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.219748654,-104,מרוץ הלילה של תל-אביב 2017,10000,0.146451371,-11,11906,0.070178261,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.551691661,-14,חצי מרתון עמק המעיינות,21097,0.438239687,-84,16884,0.073080862,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.46461772,-14,מרוץ אייל 2017,15000,0.385816876,-104,16196,0.096292442,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.157983477,-91,מרוץ אייל 2017,15000,0.285816876,-13,14184,0.196414683,Same
Jerusalem Marathon,מרוץ כפר סבא,10000,0.296796482,-6,מרתון סמסונג תל-אביב 2016,42195,0.384372741,-15,15608,0.129701328,Same
Jerusalem Marathon,מרוץ כפר-סבא 2017,10000,0.156695157,-6,מרתון סמסונג תל-אביב 2017,42195,0.376034016,-15,13832,0.087843099,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.147606383,-100,מרוץ אייל 2016,15000,0.226205904,-4,13197,0.149545345,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.529261693,-21,מרתון Winner טבריה 2017,42195,0.439517241,-49,17183,0.082647687,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.492344828,-49,"המרתון המדברי, אילת 2016",21097,0.2934646,-49,15667,0.134501548,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.29664489,-98,מרוץ הלילה של תל-אביב 2017,10000,0.317499061,-17,15183,0.183618454,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.462156939,-21,"המרתון המדברי, אילת 2016",42195,0.592122311,-98,15432,-0.071312378,Seccess
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.472137931,-49,חצי מרתון עמק המעיינות,21097,0.20831897,-35,15100,0.143343254,Same
Tel Aviv Marathon,מרוץ הלילה של תל-אביב,10000,0.220554711,-100,מרוץ אייל 2016,15000,0.288552916,-4,13847,0.132148931,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.380131426,-21,מרתון Winner טבריה 2017,42195,0.417862069,-49,14516,-0.0013467,Seccess
